,House Name,Price $
46640,1 BR apt next to Washington Sq (Manhattan),300
46641,Spacious Two Bedroom-Prime Manhattan Midtown Loc,342
46642,Cozy and luxurious apt in heart of Upper East Side,290
46643,Garden Room_1,70
46644,Charming 3BR Apt in Downtown Manhattan,321
46645,New York City - Walking from Central Park,75
46646,New York City!! Walking to Central Park!!,95
46647,New York City!! Walking to Central Park LOCATION!!,100
46648,Your Next Stay Should be Here...Cute Stylish Condo,200
46649,A huge studio by the Fulton Station,175
46650,"Area is family oriented,  public transportation",150
46651,Gallery,75
46652,Stylish Spacious 1 bedroom in Amazing Location,189
46653,Dazzling Large 3 Bedroom Just Minutes To Manhattan,275
46654,"Visiting New York City?
Stay in Da Bronx!",75
46655,Spacious & Sunny 1 BR Apartment In Midtown W Patio,189
46656,An Astorians cozy room for you :),50
46657,Cozy  Spacious Near TIMES SQUARE,269
46658,August 25-28 Manhatten! Total suite sleeps 4 or 5.,299
46659,1 bedroom for 2 in a stunning Manhattan apartment,150
46660,AMAZING BIG BRIGHT LOFT APARTMENT IN BROOKLYN,190
46661,Luxury apartment with private roof access,100
46662,1 BR w/ PRIVATE GARDEN and BBQ GRILL!!! in BK,250
46663,Fun 3 Bedroom Just Minutes to Manhattan!!,250
46664,Charming 2BR Apartment in Midtown Manhattan,347
46665,Cozy South Williamsburg Room- Best Location in BK,75
46666,Alphabet City Summer!,50
46667,Bright and Airy Williamsburg Apartment,250
46668,Renovated huge 1bd 1ba 10 minutes from Manhattan,120
46669,Brand New Couples Brooklyn Apartment,82
46670,"Close to Jamaica Hosp, Train F,E, Airtrain,JFK",45
46671,Bright & Sunny 1Bed in Prime Williamsburg Location,140
46672,Corona's Gem,250
46673,Walk To Columbia Uni & Central Park- 1Min To Train,220
46674,"""HAPPYNEST"" CANARSIE",110
46675,Cozy 2 bedrooms apt in Times Square 4-5ppl,275
46676,"Bright, Spacious, Royal Luxury Escape",160
46677,Fabulous 3 bedroom apartment 10 Min from Manhattan,225
46678,"3 Bed/2Bath - Fresh and clean,central Manhattan",500
46679,Beautiful apartment in the heart of West Village!,295
46680,Live like a local!,190
46681,"Amazing place, 15 minutes from Manhattan",125
46682,Central Park West Apartment King,99
46683,The Emerald Suite  (A Gem In A Historic Mansion),100
46684,Owners duplex in beautiful bed stuy brownstone,225
46685,Luxury High Rise-Corner View-Walk to Times Square,350
46686,12th Floor Harlem Apartment w/ Sunlight and View,120
46687,The Sunshine Suite in a Brooklyn Mansion,90
46688,Beautiful room w/ private bathroom in Williamsburg,65
46689,Sunny Room in Heart Of Bushwick Jefferson L train,67
46690,Gorgeous apartment in heart of Manhattan,295
46691,Botanical Home,70
46692,Extremely Large 2 Bedroom Midtown Apartment,299
46693,Private room 20mins away from the Big Apple,40
46694,Gorgeous 1 BDR Apartment- 2 blocks to Times Sq.,190
46695,Studio Apartment in the heart of Chelsea,198
46696,Artistic Private Attic w/Backyard/Near Metro,168
46697,Modern 2BD in Astoria-10 min to Central Park,289
46698,Luxurious living in heart of Astoria,225
46699,☀SOHO☀ Sunny & Spacious ➽ Sleeps 3 ⊹,171
46700,Private room 25 min to Manhattan,60
46701,Prime Williamsburg Bedroom For You,66
46702,Great private outdoor space near LES skate park,77
46703,"Sunny and Spacious in East Village, Alphabet City.",125
46704,Pink,50
46705,"Gay friendly private room, 20 minutes to Manhattan",85
46706,Big 3 Bedroom Apartment in Prime Midtown Manhatten,349
46707,Spectacular Room available in Luxury Soho Apt,400
46708,The Crown Spacious Apartment,140
46709,Brooklyn Brownstone Charm,125
46711,Stay good stay cheap in Manhattan,90
46712,Live good live cheap in Manhattan,90
46713,Spacious Studio ⭐in the heart of NYC,220
46714,Cozy 3 bedroom apt / Lower East Side,400
46715,The perfect 3BR apartment,215
46716,Sun drenched apartment in the heart of Brooklyn,250
46717,perfect 2BR Apt near wall st,170
46718,"Quiet, private room in Hell's Kitchen (Midtown)",94
46719,Spacious Duplex - Straight ride from JFK,195
46720,2 BR apartment in the financial dis.,175
46721,Brooklyn Apartment/ Guaranteed Perfect Stay,30
46722,Harlem 1 bedroom in a 2bedrooms long stay only,40
46723,2 Family house in Brooklyn sleeps up to 23,400
46724,1 lovely bedroom in the heart of Midtown Manhattan,100
46725,Stylish studio by Fulton station,185
46726,"FREE Private Parking, HOME AWAY FROM HOME",149
46727,Modern 2 Bedroom Apartment East Village,226
46728,Two  Bedroom in 2 Family House in Brooklyn,150
46729,Kips Bay Manhattan 2 Bedroom Huge Apartment,214
46730,Prime Bed-Stuy Brownstone with Private Backyard,45
46731,Brand new artist 2 Bedroom lots of Natural light!,177
46732,2 Bedroom Apartment East Village Amazing Location,250
46733,Spacious Full Floor Loft near Hudson Yards,489
46734,2 Bedroom Times Square/Central Park |LOCATION|,250
46735,MidCentury Triplex near Times Square/Hells Kitchen,650
46736,Lower East Side 2 Bedroom Apartment,250
46737,Beautiful huge studio blocks from Central Park!,150
46738,CRASH PAD  IN NYC,30
46739,2 Bedroom Apartment Amazing Location,250
46740,2 BEDROOMS best Brooklyn area,400
46741,AMAZING  3 BEDROOMS BROOKLYN,400
46742,2 BEDROOMS BROOKLYN BRAND NEW!,350
46743,Amazing 3 BEDROOMS Brooklyn,500
46744,Luxury 2BR/2Bath in Times SQ,489
46745,LUX Studio 10 mins to Central Park!!,78
46746,Marie's Cottage,99
46747,Scandanavian Loft in Gramercy Park,450
46748,A SWEET TASTE OF THE SUMMER IN BROOKLYN,300
46749,STUNNING 3 BEDROOMS DUPLEX,500
46750,Cozy Boerum Hill,200
46751,BROOKLYN 2 BEDROOMS,500
46752,"Cosy space,10mins from Manhattan!!",85
46753,"Bright, New & Quiet Bushwick Apt close subway L/J",129
46754,Brand New 2BR in Times Square**WALK EVERYWHERE,385
46755,Room steps away from TIME SQUARE,119
46756,World Trade Center NYC Loft,189
46757,"Chic, modern Studio with balcony access",89
46758,"Bright, sunlit modern place in trendy neighborhood",100
46759,TRANQUIL HAVEN W/PRIVATE BATH-8 MINS TO JFK RM.#1,65
46760,The Skylight Suite in a Historic Brooklyn Mansion,100
46761,Bright and cozy studio - separate kitchen in UES,220
46762,Pretty 1 BDR  Apt in Times SQ / Theater District,190
46763,Amazing Getaway on The Upper East Side,200
46764,Speakeasy Vibes Above a Bar in Popular Bushwick,125
46765,Sunny Northern Nook,100
46766,"2Br Apartment  in Soho - Enough said, right?!",230
46767,"cute, quite, one bedroom Gramercy apartment",160
46768,Beautiful 2 Bedroom Apt Near Times Square,185
46769,Stylish studio by Fulton station,185
46770,Luminous bedroom in Williamsburg,80
46771,Entire Floor 3Br/2Ba Times Sq Apt,450
46772,World luxury,70
46773,Trendy 3Bd City Apartment next to the Park! ❤️,340
46774,Modern 2 BEDROOM PRIME Upper East Side APT.,249
46775,** Location~Location~Location in Time Square **,120
46776,"Very close to Subway, Jamaica Hosp, Airtrain, JFK",35
46777,Private Room in Manhattan near Central Park,108
46778,NYC Diamond New 5 star 2nd floor Loft 5beds 2baths,288
46779,Very cosy apartment in uptown Manhattan,150
46780,1.5 Bedroom Penthouse with Private Garden & Office,199
46781,Upper West Side Sweet&Cozy STUDIO,135
46782,Enchanted room 5 mins from JFK/ LGA 15 mins away,75
46783,Stunning Apartment near Time Square,223
46784,Wonderful 1 Bedroom Apartment (NYU CAMPUS),150
46785,Cozy and nice apartment in Upper East Side,120
46786,Beautiful Luxury Studio on Wall St- Sleeps up to 4,199
46787,The perfect summer NYC gem,300
46788,COMFORTABLE PRIVATE ROOM in Williamsburg,80
46789,Modern cozy stay,60
46790,Bright Lusurious  2 BedRoom 3 BED Apartment in NY,450
46791,Amazing private room!!!near subway & Central Park2,88
46792,Spacious private room near Columbia University 2,89
46793,Oversized Studio in the Heart of Midtown,185
46794,1BEAUTIFUL ROOM WITH AIR CONDITION SHEEPSHEAD BAY,50
46795,Nice private room. Central Park. Near subway2,88
46796,Modern designed room in Manhattan! near B/C train2,89
46797,"Bright, Airy, Downtown Oasis :)",300
46798,❤️$7 MILLION TOWNHOME--MINUTES TO TIMES SQUARE❤️,575
46799,3 BEDROOMS IN BROOKLYN,600
46800,Newly renovated private room close to Central Park,88
46801,Amazing private room near central park and subway2,88
46802,Cozy Home Just Minutes From Midtown Manhattan,225
46803,Beautiful Townhouse - Center of NYC 4br/2ba,800
46804,"Sunny, spacious  Brooklyn apt - solo woman only",30
46805,Spacious RM in Home w/Backyard/Balcony/Near Metro,79
46806,Fully furnished APT  located  close to Manhattan,220
46807,Sunny Unit. New ! Quiet. Near the UN,172
46808,Newly renovated 1 bedroom apartment!,99
46809,Charming Attic RM with Backyard/Porch/Near Metro,58
46810,Spacious private room Central Park & Columbia2,89
46811,Brand New Spacious 2 Bedroom Apt Near Times Square,220
46812,4 Bedroom apartment in  2 family house in Brooklyn,190
46813,Cozy Attic RM in Home w/Backyard/Patio/Near Metro,55
46814,Cute Attic RM with Backyard/Patio/Near Metro,55
46815,Geraldine's  1 BR APT 5 min from JFK,65
46816,Charming Apartment a few steps from Soho!,202
46817,Cute house close to manhattan,60
46818,Luxury and Relaxation in Midtown East,475
46819,Best Views of Times Square,305
46820,Spacious Private Room for 2ppl-Close to Manhattan,60
46821,Riverside Domino Park-LARGE 2 & a 1/2 :-) Bedroom,262
46822,Flushing - downtown,70
46823,Fort Greene Duplex- Live and Work Space,300
46824,"1 room in the coolest neighborhood, good lighting",74
46825,Artsy Private BR in Fort Greene Cumberland,48
46826,Artsy Private BR in Fort Greene Cumberland,48
46827,Sweet Home,200
46828,Artsy Private BR in Fort Greene Cumberland,48
46829,Sunny Private BR Apt in Fort Greene Cumberland,48
46830,Freshly furnished private room - GREAT Location!,48
46831,"Your Private Oasis In A Shared Apt, Near 3 Trains!",48
46832,Artsy Private BR in Fort Greene Cumberland,48
46833,Artsy Private BR in Fort Greene Cumberland,48
46834,Artsy Private BR in Fort Greene Cumberland,48
46835,Artsy Private BR in Fort Greene Cumberland,48
46836,Artsy Private BR in Fort Greene Cumberland,48
46837,Zen East Williamsburg w/ yard,199
46838,Artsy Private BR in Fort Greene Cumberland,48
46839,Stylish Private BR in Fort Greene Cumberland,48
46840,Artsy Private BR in Fort Greene Cumberland,48
46841,Modern Private BR in Fort Greene Cumberland,48
46842,Airy Private BR In Fort Greene Cumberland,48
46843,Modern Private BR in Fort Greene Cumberland,48
46844,"1BR Loft in Williamsburg, High Ceilings",200
46845,Cozy Studio ⭐ Premium Location in the Village!,249
46846,West 15th Street Cozy Chelsea 1bd Serviced Apt,209
46847,"Rento mi sofá cama , en mi apartamento. Vivo solo",45
46848,Large Full Floor Apartment in Heart of Times Sqr!!,210
46849,Spacious Upper West Side Bedroom,100
46850,Historic Manhattan Home to make your stay special!,900
46851,Apartment with basement private entrance,180
46852,Modern Loft in Times Square/Hells Kitchen District,300
46853,Cozy Nights In The Village,400
46854,Cozy super affordable room,38
46855,Charming large 2 bedroom + 2 bath Ditmas park apt,150
46856,BEAUTIFUL MADISON AVE STUDIO -- EXPERIENCED HOST!,140
46857,Designer 1 Bedroom in Serviced Doorman Building,175
46858,I have private bathrooms i have a lovely dresser,60
46859,"1 bedroom, shared apartment/living.",35
46860,Explore NYC in Stylish Contemporary Studio,219
46861,Design XL large one bedroom apartment in Chelsea,350
46862,BedStuyBeauty,85
46863,Mid-Century Modern near Madison Square Park,450
46864,Be happy in New York,55
46865,NYC Beach House with Yard.,99
46866,Cozy room in the heart of SoHo,70
46867,Beautiful large master bedroom suite,60
46868,Riverdales finest!,99
46869,Elegant 2bdrm apt in the Center of NYC,300
46870,Brand New One bedroom UpperEastSide,349
46871,"Classic Williamsburg 2 bedroom loft, with rooftop!",264
46872,Astoria 2nd Floor,149
46873,Gorgeous  Luxury Studio!!,220
46874,Beautiful studio basement in Bushwick,58
46875,I LOVE NYC STUDIO .,100
46876,AMAZING TWO BEDROOMS IN THE BEST PART OF BROOKLYN!,299
46877,2 BEDROOM RIGHT IN THE MIDDLE OF MANHATTAN!!,299
46878,Harmonious Bright Bedroom,55
46879,Forest Hills Charming 1 bdrm apartment!,75
46880,4BR/3BA Triplex w/ Patio (Empire State Building!),850
46881,Sunny. Free Parking available on street.,44
46882,Gorgeous 1BR Upper West Side *NEW LISTING *,200
46883,La Guardia Aiport My Place 1,49
46884,"Brooklyn - Bushwick/ Pool, Gym, Sauna, Rooftop.",60
46885,gorgeous boho soho apartment!,203
46886,Cute Apartment steps from Time Square,211
46887,Huge room in Brooklyn for rent,38
46888,Beautiful place in❤️of Manhattan ⌚Times Square,350
46889,Spacious Modern Studio in Brooklyn Close to Subway,100
46890,Airy and bright artist’s loft space in Fort Greene,150
46891,★★★Chic place in center of Manhattan★★★,320
46892,NIGHT CRAS PAD,28
46893,Prospect Park Hostel- Male Long Term Stay-3,25
46894,Male Shared room 1 bed in the bedroom long term,25
46896,Prospect Park Hostel- Male Long Term Stay-1,25
46897,⚡Quiet Home in Center of Village,249
46898,"Private studio and backyard, 12 mins drive to JFK",60
46899,Great Flat in Chelsea:),240
46900,"Chelsea Condo - Near Restaurants, Shops, & Trains!",325
46901,1 bedroom apt 35min away from the city.,95
46902,Lux 2BR apt City View:),250
46903,Best CoLiving next to Bushwick! 2,38
46904,Newly renovated shared room in great neighborhood2,35
46905,Cozy bedroom in Astoria next to subway,100
46906,Luxury apt with Statue of Liberty view,200
46907,GOOD VYBZ BROOKLYN,60
46908,A Comfy room in 3-bedroom apartment,69
46909,MODERN LOFT STUDIO IN CENTRE MANHATTAN (SLEEP 4)!,159
46910,Executive private room with full size bed-M train2,63
46911,Amazing private room!!! near subway & Broadway2,64
46912,The Hot Spot,34
46913,Lavish Private Room with Bathroom/Williamsburg2,79
46914,Sweet-room,45
46915,Lovely Private 1 bed + 1 bath in my shared duplex,119
46916,Artist apartment in the heart of two bridges,165
46917,Spread Love it's Brooklyn,80
46918,Entire Apartment Near Times Square & Central Park,150
46919,Cozy Apartment,75
46920,"Rooms in the new hipster area of Brooklyn, NYC 1",35
46921,Williamsburg Oasis: 2BR with Washer-Dryer!,259
46922,Brownstone BK heaven,100
46923,Times Square Studio -- Central location yet quiet,180
46924,WEST VILLAGE Bohemian flat in neo-Tudor town house,200
46925,Cozy Apartment Located in Midtown/Times Square,395
46926,Sunny Spacious Room in UWS near Central Park,150
46927,Glorious Garden Apt Getaway,97
46928,"Spacious Bushwick 3BR, 2.5 Bath (Steps to Subway!)",475
46929,Budget-Friendly 1 Bedroom 1 Bath near Wall St,250
46930,Modern Bushwick 2BR (15 Minutes to Manhattan!),200
46931,"Spacious Bushwick 5BR, 3.5 BATH (Steps to Subway!)",650
46932,Luxury Apartment in Amazing Williamsburg! Sleeps 7,184
46933,Apartment for rent in Spanish Harlem,89
46934,"1 bdrm condo/ rooftop pool, jacuzzi, water views!",189
46935,37th Floor Apt w/ Views in Prime Brooklyn Location,198
46936,"Bedroom in Hell’s Kitchen, Queen sized.",125
46937,★ AMAZING★  TIME SQUARE/ 2 Bedroom 3 Bed Apartment,500
46938,Sophisticated Midtown/Hell's Kitchen Apartment,275
46939,Cozy Private Bedroom in Upper West Side,130
46940,"Malls, Resturants, Parks, Beaches,  Musems, Gyms",31
46941,"Private,  cozy,  comfortable,  it feels like home",85
46942,"Upper West, cozy and clean appartment",50
46943,Chelsea room near Highline,105
46944,A luxury Bronx living,100
46945,Large and Quiet Home with Nice Cats,300
46946,Lovely Park Slope House with Beautiful Garden,275
46947,Spacious 1 Bedroom in the heart of Chelsea,290
46948,Beautiful Ground Floor Upper East Side Apartment,160
46949,Art and Adventure Steps from Central Park,178
46950,Experience the Passion of Hospitality,60
46951,Garden Flat,85
46952,Architect Designed Industrial Oasis in Greenpoint,200
46953,A sunny room within a catering studio’s loft space,95
46954,"Charming 1BR apt, Penn Station:)",220
46955,Master Room in FiDi - Private Bathroom,145
46956,Clean Cozy Home,55
46957,"离缅街步行9分钟的电梯独立房间,提供免费矿泉水可乐",99
46958,Cute & Cozy studio in Prospect Park,97
46959,Hotel like stay in beautiful Brooklyn,249
46960,Private Room in Ground Floor Apt w/Backyard access,90
46961,Quiet Cozy Clean Home,55
46962,Cozy room in Brooklyn,50
46963,Extra Large Posh Prime Soho Apartment 1 Bedroom,249
46964,COZY APT CLOSE TO LGA & JFK AND TRANSPORTATION,200
